code,name,outstanding,p_change_range0,p_change_range1,normalizing_std,stop_mark
603729,龙韵股份,0.93,,,,
603306,华懋科技,3.05,,,,
603136,天目湖,0.2,,,,
601952,苏垦农发,4.09,,,,
603029,天鹅股份,0.37,,,,
601882,海天精工,1.26,,,,
603278,大业股份,0.87,,,,
603535,嘉诚国际,0.66,,,,
603696,安记食品,0.48,,,,
603308,应流股份,4.0,,,,
603579,荣泰健康,0.51,,,,
603895,天永智能,0.27,,,,
601888,中国国旅,19.52,,,,
603330,上海天洋,0.32,,,,
603630,拉芳家化,0.81,,,,
603357,设计总院,1.59,,,,
603778,乾景园林,2.26,,,,
603768,常青股份,0.7,,,,
603277,银都股份,1.56,,,,
601866,中远海发,79.32,,,,
603200,上海洗霸,0.25,,,,
601717,郑煤机,14.83,,,,
603189,网达软件,1.1,,,,
601838,成都银行,3.61,,,,
603019,中科曙光,6.43,,,,
603789,星光农机,2.6,,,,
603032,德新交运,0.78,,,,
601636,旗滨集团,26.04,,,,
603139,康惠制药,0.54,,,,
603507,振江股份,0.66,,,,
603002,宏昌电子,6.1,,,,
603609,禾丰牧业,8.31,,,,
603508,思维列控,0.65,,,,
603728,鸣志电器,1.76,,,,
601933,永辉超市,79.76,,,,
603166,福达股份,5.92,,,,
603321,梅轮电梯,1.16,,,,
603385,惠达卫浴,2.64,,,,
603888,新华网,1.76,,,,
603580,艾艾精工,0.3,,,,
603969,银龙股份,8.41,,,,
603960,克来机电,0.52,,,,
603601,再升科技,5.41,,,,
603043,广州酒家,1.26,,,,
603668,天马科技,1.86,,,,
601699,潞安环能,29.91,,,,
601965,中国汽研,9.61,,,,
603997,继峰股份,6.3,,,,
603919,金徽酒,1.16,,,,
603665,康隆达,0.37,,,,
603970,中农立华,0.4,,,,
603037,凯众股份,0.62,,,,
603567,珍宝岛,8.49,,,,
601727,上海电气,99.9,,,,
603031,安德利,0.56,,,,
601880,大连港,77.36,,,,
603100,川仪股份,2.59,,,,
603859,能科股份,0.5,,,,
603380,易德龙,0.48,,,,
601929,吉视传媒,31.11,,,,
603928,兴业股份,0.63,,,,
603067,振华股份,1.56,,,,
603989,艾华集团,3.9,,,,
603637,镇海股份,0.43,,,,
603677,奇精机械,0.57,,,,
603081,大丰实业,0.78,,,,
603177,德创环保,0.62,,,,
603716,塞力斯,0.96,,,,
603079,圣达生物,0.37,,,,
603196,日播时尚,0.65,,,,
601998,中信银行,319.05,,,,
603958,哈森股份,0.66,,,,
603222,济民制药,3.2,,,,
603536,惠发股份,0.6,,,,
603123,翠微股份,5.24,,,,
601996,丰林集团,9.45,,,,
603228,景旺电子,0.81,,,,
603528,多伦科技,1.88,,,,
603708,家家悦,1.57,,,,
603355,莱克电气,4.01,,,,
601992,金隅集团,81.45,,,,
603001,奥康国际,4.01,,,,
601818,光大银行,398.11,,,,
603022,新通联,2.0,,,,
603527,众源新材,1.08,,,,
603227,雪峰科技,6.59,,,,
601968,宝钢包装,8.33,,,,
601989,中国重工,183.62,,,,
603920,世运电路,1.28,,,,
601858,中国科传,1.91,,,,
603899,晨光文具,9.2,,,,
603908,牧高笛,0.23,,,,
603787,新日股份,0.71,,,,
603333,尚纬股份,5.1,,,,
603387,基蛋生物,0.92,,,,
601969,海南矿业,19.55,,,,
603286,日盈电子,0.46,,,,
603030,全筑股份,5.34,,,,
603858,步长制药,4.26,,,,
603239,浙江仙通,0.91,,,,
603298,杭叉集团,1.71,,,,
603797,联泰环保,0.53,,,,
603968,醋化股份,2.04,,,,
603515,欧普照明,1.27,,,,
603767,中马传动,0.95,,,,
603131,上海沪工,0.5,,,,
603041,美思德,0.47,,,,
603555,贵人鸟,6.29,,,,
601689,拓普集团,2.45,,,,
603316,诚邦股份,1.05,,,,
603167,渤海轮渡,4.81,,,,
603606,东方电缆,4.2,,,,
603429,集友股份,0.98,,,,
603838,四通股份,2.67,,,,
603633,徕木股份,1.08,,,,
603378,亚士创能,0.69,,,,
603486,科沃斯,0.4,,,,
603916,苏博特,1.29,,,,
603878,武进不锈,1.01,,,,
603726,朗迪集团,0.33,,,,
601966,玲珑轮胎,3.94,,,,
603866,桃李面包,0.59,,,,
603993,洛阳钼业,176.66,,,,
603988,中电电机,2.35,,,,
603861,白云电器,1.21,,,,
603766,隆鑫通用,20.34,,,,
603676,卫信康,0.67,,,,
603616,韩建河山,2.93,,,,
603588,高能环境,6.54,,,,
603363,傲农生物,1.66,,,,
603360,百傲化学,0.78,,,,
603358,华达科技,1.38,,,,
603299,井神股份,2.79,,,,
603117,万林股份,6.26,,,,
603090,宏盛股份,0.41,,,,
603085,天成自控,1.47,,,,
603077,和邦生物,88.31,,,,
603035,常熟汽饰,1.72,,,,
603000,人民网,11.06,,,,
601988,中国银行,2107.66,,,,
601958,金钼股份,32.27,,,,
601669,中国电建,111.44,,,,
600145,*ST新亿,14.91,,,,
603199,九华旅游,1.11,,,,
603268,松发股份,1.24,,,,
603823,百合花,0.7,,,,
603725,天安新材,0.94,,,,
603615,茶花股份,0.75,,,,
603558,健盛集团,3.0,,,,
603133,碳元科技,1.12,,,,
603359,东珠生态,1.53,,,,
603663,三祥新材,0.49,,,,
603979,金诚信,5.85,,,,
603168,莎普爱思,2.97,,,,
601857,中国石油,1619.22,,,,
603680,今创集团,0.59,,,,
603331,百达精工,0.32,,,,
603456,九洲药业,8.01,,,,
603917,合力科技,0.39,,,,
603901,永创智能,1.84,,,,
603069,海汽集团,1.74,,,,
603727,博迈科,0.95,,,,
601939,建设银行,95.94,,,,
603517,绝味食品,1.64,,,,
603655,朗博科技,0.27,,,,
603129,春风动力,0.65,,,,
601877,正泰电器,17.37,,,,
601985,中国核电,155.65,,,,
603829,洛凯股份,0.72,,,,
601898,中煤能源,91.52,,,,
603369,今世缘,12.55,,,,
603466,风语筑,0.88,,,,
603806,福斯特,5.23,,,,
603169,兰石重装,10.25,,,,
603320,迪贝电气,0.33,,,,
603557,起步股份,2.19,,,,
603289,泰瑞机器,1.36,,,,
601666,平煤股份,23.61,,,,
601890,亚星锚链,9.59,,,,
601872,招商轮船,47.21,,,,
603868,飞科电器,0.44,,,,
603012,创力集团,6.37,,,,
603880,南卫股份,0.63,,,,
603356,华菱精工,0.33,,,,
603238,诺邦股份,0.3,,,,
603822,嘉澳环保,0.41,,,,
601991,大唐发电,99.94,,,,
603108,润达医疗,5.08,,,,
601700,风范股份,11.33,,,,
603638,艾迪精密,0.85,,,,
603926,铁流股份,0.65,,,,
603568,伟明环保,6.83,,,,
603335,迪生力,1.56,,,,
603118,共进股份,7.76,,,,
603110,东方材料,0.54,,,,
603589,口子窖,6.0,,,,
603223,恒通股份,1.68,,,,
603178,圣龙股份,0.5,,,,
603416,信捷电气,0.35,,,,
603367,辰欣药业,2.88,,,,
603590,康辰药业,0.4,,,,
603040,新坐标,0.32,,,,
603678,火炬电子,4.51,,,,
603976,正川股份,0.38,,,,
603421,鼎信通讯,0.46,,,,
603156,养元饮品,0.6,,,,
603929,亚翔集成,0.97,,,,
603018,中设集团,3.09,,,,
601766,中国中车,229.18,,,,
603336,宏辉果蔬,0.69,,,,
603259,药明康德,1.04,,,,
601919,中远海控,76.36,,,,
603826,坤彩科技,1.89,,,,
603096,新经典,0.54,,,,
603315,福鞍股份,2.2,,,,
603311,金海环境,2.1,,,,
603226,菲林格尔,0.29,,,,
603283,赛腾股份,0.4,,,,
601718,际华集团,43.92,,,,
603906,龙蟠科技,0.93,,,,
603996,中新科技,1.03,,,,
601918,新集能源,25.91,,,,
603348,文灿股份,0.55,,,,
601908,京运通,19.93,,,,
603181,皇马科技,0.99,,,,
601899,紫金矿业,168.76,,,,
603587,地素时尚,0.61,,,,
603758,秦安股份,1.33,,,,
603477,振静股份,0.6,,,,
603577,汇金通,0.78,,,,
603798,康普顿,0.85,,,,
603183,建研院,0.74,,,,
603608,天创时尚,1.29,,,,
603303,得邦照明,1.02,,,,
603818,曲美家居,4.84,,,,
603879,永悦科技,0.81,,,,
603619,中曼石油,0.4,,,,
603444,吉比特,0.41,,,,
603890,春秋电子,0.48,,,,
603809,豪能股份,0.37,,,,
603936,博敏电子,0.56,,,,
603628,清源股份,0.89,,,,
603889,新澳股份,3.94,,,,
603605,珀莱雅,0.62,,,,
603157,拉夏贝尔,1.46,,,,
603963,大理药业,0.76,,,,
603337,杰克股份,0.81,,,,
603028,赛福天,1.16,,,,
603113,金能科技,3.32,,,,
603260,合盛硅业,2.61,,,,
601900,南方传媒,2.46,,,,
601789,宁波建工,9.76,,,,
603718,海利生物,6.44,,,,
601800,中国交建,117.47,,,,
601928,凤凰传媒,25.45,,,,
601869,长飞光纤,0.76,,,,
603078,江化微,0.48,,,,
603505,金石资源,1.12,,,,
603657,春光科技,0.24,,,,
603955,大千生态,0.71,,,,
603318,派思股份,4.02,,,,
603897,长城科技,0.45,,,,
603010,万盛股份,2.2,,,,
603896,寿仙谷,0.61,,,,
603583,捷昌驱动,0.3,,,,
603083,剑桥科技,0.53,,,,
603686,龙马环卫,2.7,,,,
603500,祥和实业,0.5,,,,
603938,三孚股份,0.51,,,,
603377,东方时尚,1.65,,,,
603198,迎驾贡酒,8.0,,,,
603007,花王股份,1.94,,,,
603488,展鹏科技,0.96,,,,
603656,泰禾光电,0.63,,,,
603578,三星新材,0.32,,,,
603383,顶点软件,0.58,,,,
603013,亚普股份,0.6,,,,
603008,喜临门,3.2,,,,
603596,伯特利,0.41,,,,
603297,永新光学,0.21,,,,
603667,五洲新春,1.13,,,,
603650,彤程新材,0.59,,,,
603328,依顿电子,9.92,,,,
603990,麦迪科技,0.6,,,,
603843,正平股份,1.93,,,,
603939,益丰药房,3.63,,,,
603016,新宏泰,0.7,,,,
603288,海天味业,26.97,,,,
603669,灵康药业,3.64,,,,
603683,晶华新材,0.44,,,,
603586,金麒麟,1.0,,,,
603689,皖天然气,1.67,,,,
603903,中持股份,0.74,,,,
603937,丽岛新材,0.76,,,,
603516,淳中科技,0.33,,,,
603158,腾龙股份,2.17,,,,
603098,森特股份,0.75,,,,
603712,七一二,1.0,,,,
603386,广东骏亚,0.57,,,,
603685,晨丰科技,0.33,,,,
603883,老百姓,2.67,,,,
603922,金鸿顺,0.32,,,,
603881,数据港,1.28,,,,
603882,金域医学,2.8,,,,
603733,仙鹤股份,0.62,,,,
603105,芯能科技,0.88,,,,
603876,鼎胜新材,0.65,,,,
603810,丰山集团,0.2,,,,
603089,正裕工业,0.31,,,,
603258,电魂网络,1.17,,,,
603860,中公高科,0.24,,,,
603127,昭衍新药,0.56,,,,
603038,华立股份,0.38,,,,
603506,南都物业,0.26,,,,
603709,中源家居,0.2,,,,
603138,海量数据,0.47,,,,
603080,新疆火炬,0.36,,,,
603161,科华控股,0.33,,,,
603076,乐惠国际,0.27,,,,
603722,阿科力,0.41,,,,
603214,爱婴室,0.25,,,,
603192,汇得科技,0.27,,,,
603233,大参林,0.64,,,,
603706,东方环宇,0.4,,,,
603991,至正股份,0.41,,,,
603225,新凤鸣,1.19,,,,
603856,东宏股份,0.91,,,,
603533,掌阅科技,1.08,,,,
603918,金桥信息,1.77,,,,
603790,雅运股份,0.37,,,,
603693,江苏新能,1.18,,,,
603050,科林电气,0.8,,,,
603045,福达合金,0.25,,,,
603036,如通股份,0.51,,,,
603800,道森股份,0.68,,,,
603816,顾家家居,0.89,,,,
603828,柯利达,4.21,,,,
603658,安图生物,1.37,,,,
603825,华扬联众,0.92,,,,
603607,京华激光,0.49,,,,
603999,读者传媒,2.3,,,,
603393,新天然气,0.96,,,,
603538,美诺华,0.89,,,,
603933,睿能科技,0.36,,,,
603059,倍加洁,0.2,,,,
603345,安井食品,1.23,,,,
603398,邦宝益智,0.53,,,,
603885,吉祥航空,17.97,,,,
603389,亚振家居,0.63,,,,
603159,上海亚虹,0.25,,,,
603499,翔港科技,0.25,,,,
002943,宇晶股份,0.0,,,,
002942,新农股份,0.0,,,,
002941,新疆交建,0.0,,,,
603187,海容冷链,0.0,,,,
