,ts_code,name,industry,turnover_rate,continuously_up,average_p_change,float_share,free_share,circ_mv
210,000638.SZ,万方发展,批发业,2.3448,1.0,-1.04,30940.0,17638.635,176667.4
658,002195.SZ,二三四五,软件服务,0.66,1.0,0.262,424867.1895,292602.3284,1627241.3358
208,000636.SZ,风华高科,元器件,4.4538,1.0,-1.218,87545.0903,69614.8552,1065423.749
252,000702.SZ,正虹科技,饲料,0.5481,1.0,0.716,26663.4576,19961.696,150115.2663
661,002198.SZ,嘉应制药,中成药,0.6761,1.0,-0.166,46532.3662,40812.3662,280590.1682
253,000703.SZ,恒逸石化,化纤,0.5847,1.0,3.167,227359.5606,111843.6494,2814711.3602
664,002201.SZ,九鼎新材,玻璃,0.363,1.0,0.45,22936.8611,6038.8316,153676.9694
574,002111.SZ,威海广泰,航空,0.4076,1.0,0.096,32723.4897,21753.013,342614.9372
257,000709.SZ,河钢股份,普钢,0.3256,1.0,1.695,1061689.4867,402068.8143,3185068.4601
204,000631.SZ,顺发恒业,区域地产,0.1475,1.0,-0.326,243251.9168,67446.4427,744350.8654
669,002206.SZ,海利得,化纤,0.2208,1.0,0.75,91350.3796,74708.822,368142.0298
571,002108.SZ,沧州明珠,塑料,1.75,1.0,1.266,141792.4199,90177.4375,680603.6155
203,000630.SZ,铜陵有色,铜,0.1596,1.0,0.488,956055.9167,577979.4652,1969475.1884
258,000710.SZ,贝瑞基因,医疗保健,1.7,1.0,0.889,6219.8,6219.8,218874.762
259,000711.SZ,京蓝科技,软件服务,7.4773,1.0,2.727,40620.4265,31857.5812,275406.4917
671,002208.SZ,合肥城建,区域地产,2.1393,1.0,2.076,31927.2748,13392.4588,345453.1133
260,000712.SZ,锦龙股份,证券,0.4745,1.0,-0.301,89472.4975,44631.4471,889356.6252
569,002106.SZ,莱宝高科,元器件,0.5299,1.0,0.162,70385.4402,50478.0891,434982.0204
211,000639.SZ,西王食品,食品,0.5484,1.0,-0.136,52730.3935,24500.2705,387568.3922
578,002115.SZ,三维通信,通信设备,4.4506,1.0,0.56,34706.645,28411.1185,311665.6721
674,002211.SZ,宏达新材,橡胶,0.6301,1.0,1.8,43247.5779,25541.4328,220130.1715
647,002184.SZ,海得控制,软件服务,5.612,1.0,1.894,13586.723,10503.937,146193.1395
238,000683.SZ,远兴能源,化工原料,0.4128,1.0,0.826,285924.3853,257238.6222,697655.5001
634,002171.SZ,楚江新材,铜,1.3168,1.0,5.405,102750.7079,59576.7519,561018.8651
231,000676.SZ,智度股份,互联网,0.5805,1.0,1.205,31705.7894,31387.7894,319594.3572
635,002172.SZ,澳洋健康,化纤,0.227,1.0,-0.252,69445.2091,31715.536,274308.5759
241,000687.SZ,华讯方舟,通信设备,1.4102,1.0,4.267,75286.4377,40771.6395,551849.5883
242,000688.SZ,国城矿业,铅锌,0.1748,1.0,-0.51,113729.4994,29599.5242,1330635.143
243,000690.SZ,宝新能源,火力发电,0.1818,1.0,1.161,203919.4395,158789.3287,1421318.4933
244,000691.SZ,亚太实业,区域地产,1.569,1.0,0.237,29048.63,23630.9005,122875.7049
223,000666.SZ,经纬纺机,纺织机械,4.3131,1.0,1.974,29351.8766,11249.6027,363963.2698
626,002163.SZ,中航三鑫,装修装饰,0.2866,1.0,0.676,80341.5233,56622.7814,359126.6092
638,002175.SZ,东方网络,电器仪表,3.5863,1.0,1.078,52429.2199,50124.8853,196609.5746
221,000663.SZ,永安林业,林业,0.5873,1.0,0.152,22285.3691,16253.3432,147306.2898
640,002177.SZ,御银股份,电脑设备,0.9282,1.0,0.588,64451.9374,60562.8734,220425.6259
625,002162.SZ,悦心健康,医疗保健,0.4001,1.0,-0.949,85361.9872,37852.0854,267183.0199
622,002159.SZ,三特索道,旅游服务,1.6702,1.0,-1.55,13854.9311,9302.4711,272803.5934
215,000655.SZ,*ST金岭,普钢,0.3121,1.0,0.0,59534.023,24760.0085,206583.0598
642,002179.SZ,中航光电,元器件,0.2774,1.0,1.414,78247.1491,36551.8204,3087632.5035
579,002116.SZ,中国海诚,建筑施工,0.3161,1.0,1.926,41521.5955,17555.666,307675.0227
646,002183.SZ,怡亚通,仓储物流,0.4243,1.0,0.195,212038.4182,135295.0682,1089877.4695
200,000627.SZ,天茂集团,保险,0.1779,1.0,-1.144,203501.704,170295.0714,1231185.3092
567,002104.SZ,恒宝股份,元器件,1.8923,1.0,1.029,60310.5375,56712.4088,355229.0659
714,002251.SZ,步步高,超市连锁,0.2222,1.0,0.507,80335.7632,36210.6023,637062.6022
555,002092.SZ,中泰化学,化工原料,0.9246,1.0,2.445,203438.4932,132243.8963,1619370.4059
186,000609.SZ,中迪投资,区域地产,0.9391,1.0,0.369,29200.2672,20724.4369,158849.4536
699,002236.SZ,大华股份,电器仪表,1.6778,1.0,0.552,183430.915,149838.3179,2336909.8571
701,002238.SZ,天威视讯,影视音像,1.9088,1.0,-0.716,61735.32,18049.5032,427825.7676
702,002239.SZ,奥特佳,汽车配件,0.5385,1.0,0.0,302574.4157,128658.841,683818.1795
553,002090.SZ,金智科技,软件服务,0.7426,1.0,3.861,23146.7048,13767.317,423353.2308
183,000606.SZ,顺利办,互联网,2.4069,1.0,-3.116,54645.28,45161.7557,373773.7152
284,000750.SZ,国海证券,证券,2.1866,1.0,1.655,421553.8597,278214.6844,1812681.5967
552,002089.SZ,新海宜,通信设备,11.6991,1.0,4.027,93639.1365,84425.757,435421.9847
177,000598.SZ,兴蓉环境,水务,0.1896,1.0,0.476,298621.8602,172911.2208,1260184.25
704,002241.SZ,歌尔股份,元器件,0.3424,1.0,0.412,272447.5153,183900.6641,1991591.3368
705,002242.SZ,九阳股份,家用电器,0.2207,1.0,-0.136,76193.1,24925.5414,1116990.846
710,002247.SZ,聚力文化,软件服务,1.6949,1.0,1.294,54410.3481,37495.7331,298168.7076
294,000761.SZ,本钢板材,普钢,0.069,1.0,0.545,273600.0,38059.0737,1009584.0
297,000767.SZ,漳泽电力,火力发电,0.1263,1.0,-0.376,291229.5069,161997.4046,771758.1933
169,000589.SZ,黔轮胎A,汽车配件,0.3501,1.0,-0.276,77540.7256,57896.2354,279922.0194
713,002250.SZ,联化科技,化工原料,0.4541,1.0,0.859,88883.0501,63429.4648,834611.8404
299,000776.SZ,广发证券,证券,0.2017,1.0,0.149,591929.1464,273013.5293,7937769.8532
167,000586.SZ,汇源通信,通信设备,1.7109,1.0,0.984,19344.0,13409.7771,158814.24
545,002082.SZ,万邦德,铝,2.4474,1.0,2.892,23800.0,19305.664,203252.0
554,002091.SZ,江苏国泰,商贸代理,1.1288,1.0,2.82,97223.0686,73018.824,531810.1852
697,002234.SZ,民和股份,农业综合,4.2285,1.0,2.353,19115.4259,17419.8672,232825.8875
676,002213.SZ,特尔佳,汽车配件,3.0811,1.0,2.611,19691.0199,15781.9485,178006.8199
695,002232.SZ,启明信息,软件服务,0.2763,1.0,0.55,40371.2418,17607.2695,295517.49
261,000713.SZ,丰乐种业,种植业,0.8337,1.0,0.404,29887.5968,19693.4768,148541.3561
677,002214.SZ,大立科技,电器仪表,3.6054,1.0,3.345,35732.1401,32356.7346,209747.6624
262,000715.SZ,中兴商业,百货,0.394,1.0,1.92,27856.5594,11444.921,177446.2834
263,000716.SZ,黑芝麻,食品,1.1588,1.0,2.215,58081.1608,35055.8946,187602.1494
198,000625.SZ,长安汽车,汽车整车,0.1079,1.0,0.64,376088.1066,193728.585,2365594.1905
197,000623.SZ,吉林敖东,中成药,0.2795,1.0,0.199,111872.5507,85032.0931,1690394.2411
678,002215.SZ,诺普信,农药化肥,0.2575,1.0,0.59,72522.9623,50858.9335,494606.6029
679,002216.SZ,三全食品,食品,0.3173,1.0,0.485,57216.24,27774.6163,355312.8504
265,000718.SZ,苏宁环球,区域地产,0.2059,1.0,0.318,228932.1483,138496.1678,723425.5886
266,000719.SZ,中原传媒,出版业,0.1907,1.0,0.256,66714.7543,23397.2065,521709.3786
415,000938.SZ,紫光股份,软件服务,0.8279,1.0,1.444,28851.2,19749.5516,1013542.656
271,000725.SZ,京东方A,元器件,0.3809,1.0,0.365,3385974.8134,2353744.4044,9311430.7369
272,000726.SZ,鲁泰A,纺织,0.2116,1.0,1.272,56096.3706,42061.0123,535720.3392
685,002222.SZ,福晶科技,元器件,1.6313,1.0,2.312,42292.4999,31456.9525,449146.3489
273,000727.SZ,华东科技,元器件,0.4963,1.0,0.0,293065.4957,227861.8733,457182.1733
687,002224.SZ,三力士,橡胶,1.6094,1.0,3.541,46648.2398,40805.8458,286420.1924
275,000729.SZ,燕京啤酒,啤酒,0.1977,1.0,1.767,250944.3521,114794.393,1445439.4681
189,000612.SZ,焦作万方,铝,0.1925,1.0,-0.238,118945.2253,51259.9194,498380.494
556,002093.SZ,国脉科技,电信运营,1.8326,1.0,5.422,97383.998,46869.4954,681687.986
85,000415.SZ,渤海租赁,多元金融,0.3339,1.0,1.058,354787.8027,162954.4505,1355289.4063
778,002316.SZ,亚联发展,软件服务,2.5961,1.0,5.199,29341.3643,23052.4193,201868.5864
42,000055.SZ,方大集团,其他建材,0.4452,1.0,0.694,67829.8229,53830.4587,295059.7296
951,002489.SZ,浙江永强,家居用品,0.2095,1.0,0.352,187042.4099,91735.3529,533070.8682
399,000920.SZ,南方汇通,环境保护,0.3128,1.0,1.246,42189.2825,23151.2829,240057.0174
930,002468.SZ,申通快递,仓储物流,0.6829,1.0,1.408,33177.6,23402.4878,573640.704
457,000997.SZ,新大陆,软件服务,0.2658,1.0,1.257,100396.8006,69508.8566,1537075.0172
51,000066.SZ,中国长城,电脑设备,0.4831,1.0,0.371,249071.7309,173323.7542,1347478.0642
451,000988.SZ,华工科技,电器仪表,0.9002,1.0,0.593,89086.9132,60252.6464,1058352.5288
61,000100.SZ,TCL集团,家用电器,0.5785,1.0,2.811,1172793.0515,982828.1738,3002350.2118
427,000960.SZ,锡业股份,小金属,0.4967,1.0,1.004,140614.3074,91768.6639,1414579.9324
22,000027.SZ,深圳能源,火力发电,0.0751,1.0,0.753,396449.1597,107110.46,2121003.0044
949,002487.SZ,大金重工,钢加工,0.7767,1.0,2.681,54000.0,28976.3094,206820.0
373,000887.SZ,中鼎股份,橡胶,0.3798,1.0,-0.186,121851.5072,64858.8495,1308685.1873
426,000959.SZ,首钢股份,普钢,0.2115,1.0,3.175,296652.6057,69795.3229,1156945.1622
370,000883.SZ,湖北能源,火力发电,0.1625,1.0,0.275,534582.9103,168288.6348,1951227.6226
368,000881.SZ,中广核技,综合类,0.4066,1.0,0.411,30805.44,24343.1912,225803.8752
461,001896.SZ,豫能控股,火力发电,0.2318,1.0,0.61,92951.1873,41187.9663,306738.9181
902,002440.SZ,闰土股份,染料涂料,0.4391,1.0,0.769,92360.176,61923.5299,846942.8139
401,000922.SZ,佳电股份,电气设备,0.7543,1.0,2.959,48530.2919,27540.671,337770.8316
952,002490.SZ,山东墨龙,化工机械,1.808,1.0,-0.661,28877.4,27393.66,130237.074
49,000063.SZ,中兴通讯,通信设备,2.886,1.0,0.503,343412.4343,216429.401,6864814.5617
953,002491.SZ,通鼎互联,通信设备,1.6763,1.0,3.106,117579.4758,68732.0294,975909.6491
48,000062.SZ,深圳华强,批发业,0.3305,1.0,2.195,70582.2309,17067.2951,1314241.1394
366,000878.SZ,云南铜业,铜,0.194,1.0,0.363,141639.1956,76926.2638,1174188.9315
918,002456.SZ,欧菲科技,元器件,2.0023,1.0,-0.094,267135.4915,183125.2324,2855678.4041
920,002458.SZ,益生股份,农业综合,5.4443,1.0,4.922,17862.9421,14770.0919,289379.662
46,000060.SZ,中金岭南,铅锌,0.2798,1.0,0.242,356822.1707,241596.1784,1480812.0084
365,000877.SZ,天山股份,水泥,0.9664,1.0,1.172,88009.4399,56771.279,683833.348
450,000987.SZ,越秀金控,多元金融,0.2434,1.0,0.249,53835.359,25895.443,433374.64
893,002431.SZ,棕榈股份,建筑施工,1.2065,1.0,3.275,132515.2184,105955.4465,543312.3954
17,000021.SZ,深科技,电脑设备,0.3979,1.0,1.327,146932.7064,70783.7832,897758.8361
60,000099.SZ,中信海直,空运,0.3076,1.0,-0.168,60607.042,37195.0946,361217.9703
927,002465.SZ,海格通信,通信设备,0.3906,1.0,0.0,207050.8115,148158.2821,1573586.1674
69,000159.SZ,国际实业,石油贸易,0.824,1.0,-1.106,48113.9294,33853.4278,215069.2644
392,000911.SZ,南宁糖业,食品,0.7648,1.0,1.618,32408.0937,18731.2137,203522.8284
940,002478.SZ,常宝股份,钢加工,0.5546,1.0,0.398,59360.9755,44663.2518,299179.3165
377,000892.SZ,欢瑞世纪,影视音像,0.4663,1.0,1.443,51709.3357,48485.7109,254409.9316
911,002449.SZ,国星光电,半导体,0.337,1.0,0.852,60750.7224,48149.4153,646995.1936
376,000890.SZ,法尔胜,钢加工,0.7409,1.0,1.871,37962.3852,24164.751,186015.6875
56,000088.SZ,盐田港,港口,0.1574,1.0,1.172,194220.0,63375.0,1006059.6
913,002451.SZ,摩恩电气,电气设备,7.9353,1.0,-0.655,41639.97,16054.0,378923.727
937,002475.SZ,立讯精密,元器件,0.2913,1.0,0.731,411049.2212,217210.8427,6227395.7012
936,002474.SZ,榕基软件,软件服务,0.8129,1.0,-0.595,46876.827,41989.8233,313137.2044
381,000898.SZ,鞍钢股份,普钢,0.1844,1.0,-0.182,614899.461,164044.728,3381947.0355
910,002448.SZ,中原内配,汽车配件,1.348,1.0,2.941,47095.2495,43554.9481,280216.7345
945,002483.SZ,润邦股份,工程机械,0.3441,1.0,-0.983,67123.0146,32600.6266,270505.7488
387,000905.SZ,厦门港务,港口,0.3369,1.0,0.303,53100.0,23828.4,352053.0
909,002447.SZ,晨鑫科技,互联网,0.8445,1.0,-0.33,132744.78,96666.605,400889.2356
908,002446.SZ,盛路通信,通信设备,8.8961,1.0,7.504,42233.2101,33428.2907,278316.8546
53,000069.SZ,华侨城A,旅游景点,0.193,1.0,0.67,614420.063,357351.0418,3692664.5786
36,000043.SZ,中航善达,房产服务,0.3782,1.0,1.974,66681.9666,32479.0786,516785.2412
58,000090.SZ,天健集团,建筑施工,0.3895,1.0,1.378,92816.0473,59074.6795,478002.6436
38,000046.SZ,泛海控股,全国地产,0.0347,1.0,1.188,509287.8984,150603.9409,2602461.1608
934,002472.SZ,双环传动,机械基件,1.7954,1.0,1.104,55022.5205,36586.5827,352694.3564
948,002486.SZ,嘉麟杰,服饰,3.7935,1.0,4.188,81932.5,59503.6219,326091.35
54,000070.SZ,特发信息,通信设备,0.8254,1.0,0.84,54176.8438,28783.3146,390073.2754
394,000913.SZ,钱江摩托,摩托车,0.2677,1.0,1.128,45353.15,26556.0103,447182.059
933,002471.SZ,中超控股,电气设备,0.4424,1.0,0.338,125695.3142,77811.0363,373315.0832
433,000967.SZ,盈峰环境,环境保护,0.1957,1.0,0.894,109313.1877,47609.8625,616526.3786
28,000034.SZ,神州数码,综合类,0.4569,1.0,-0.399,35796.9933,27778.4187,535880.9897
904,002442.SZ,龙星化工,化工原料,0.1843,1.0,-0.805,47955.225,30715.5351,413853.5918
431,000965.SZ,天保基建,区域地产,0.4015,1.0,0.985,110983.0895,53883.4999,455030.667
397,000918.SZ,嘉凯城,全国地产,0.5605,1.0,2.286,180419.15,61230.8106,1533562.775
68,000158.SZ,常山北明,纺织,0.2507,1.0,0.372,162418.6848,74850.9885,877060.8979
18,000022.SZ,深赤湾A,港口,0.3917,1.0,0.703,46485.93,9398.13,798628.2774
445,000980.SZ,众泰汽车,汽车配件,0.3906,1.0,1.222,124594.4713,87488.2108,619234.5224
403,000925.SZ,众合科技,专用机械,2.2388,1.0,2.091,45749.0843,35298.8133,245672.5827
972,002510.SZ,天汽模,汽车配件,2.242,1.0,1.737,77362.1497,67548.3024,317184.8138
7,000009.SZ,中国宝安,综合类,0.3823,1.0,0.21,211978.9066,174398.7791,1013259.1735
362,000869.SZ,张裕A,红黄药酒,0.1471,1.0,0.0,45346.08,10798.6944,1243389.5136
361,000868.SZ,安凯客车,汽车整车,0.9059,1.0,0.509,69556.1553,41970.7431,274746.8134
79,000407.SZ,胜利股份,供气供热,0.8627,1.0,0.0,74563.2103,60625.9786,296015.9449
965,002503.SZ,搜于特,服饰,0.4158,1.0,0.0,195419.9984,99759.9023,490504.196
424,000957.SZ,中通客车,汽车整车,0.3997,1.0,0.406,59289.2704,35556.4924,292888.9958
40,000049.SZ,德赛电池,电气设备,0.9495,1.0,1.554,20524.3738,11241.6699,603416.5897
881,002419.SZ,天虹股份,百货,0.4484,1.0,1.738,119989.5984,38915.5185,1405078.1973
471,002008.SZ,大族激光,电器仪表,0.6603,1.0,0.243,99331.1743,80717.7293,3274948.8167
408,000930.SZ,中粮生化,农业综合,0.6105,1.0,0.124,96441.1115,81241.1115,779244.1809
449,000985.SZ,大庆华科,化工原料,0.1719,1.0,0.074,12963.95,4731.89,176180.0805
448,000983.SZ,西山煤电,煤炭开采,0.5471,1.0,1.48,315119.766,143698.2552,1944288.9562
411,000933.SZ,神火股份,煤炭开采,0.9128,1.0,1.188,190046.865,108016.6293,809599.6449
967,002505.SZ,大康农业,农业综合,0.2258,1.0,0.0,548537.22,238223.6528,839261.9466
970,002508.SZ,老板电器,家用电器,0.2395,1.0,-0.475,93453.5156,43985.2383,1957851.1518
877,002415.SZ,海康威视,电器仪表,0.2969,1.0,0.589,790706.5367,317749.9223,21594195.5173
879,002417.SZ,深南股份,通信设备,1.28,1.0,0.816,22301.9379,16471.2723,165257.3598
41,000050.SZ,深天马A,元器件,0.3878,1.0,0.676,140096.9919,82300.3581,1459810.6556
3,000005.SZ,世纪星源,房产服务,0.9721,1.0,0.332,95122.246,74373.7738,287269.1829
5,000007.SZ,全新好,酒店餐饮,8.8557,1.0,-4.42,30894.8044,21655.4123,247158.4352
363,000875.SZ,吉电股份,火力发电,0.2484,1.0,0.0,195430.9256,155860.9132,512029.0251
74,000400.SZ,许继电气,电气设备,0.5037,1.0,1.375,100816.2734,59196.5081,892224.0196
873,002411.SZ,延安必康,化学制药,4.2374,1.0,-3.465,31150.5417,25260.1686,763811.2825
463,001979.SZ,招商蛇口,全国地产,0.436,1.0,0.11,189964.8725,176638.7325,3459260.3282
929,002467.SZ,二六三,电信运营,1.0041,1.0,0.969,64086.1426,62420.8707,333888.8029
957,002495.SZ,佳隆股份,食品,1.0229,1.0,0.627,68205.2453,47334.387,218938.8374
70,000166.SZ,申万宏源,证券,0.0529,1.0,0.452,2002811.9193,600200.4945,8912513.0409
14,000018.SZ,神州长城,装修装饰,1.8695,1.0,0.403,99558.4713,90553.4432,247900.5935
925,002463.SZ,沪电股份,元器件,3.2951,1.0,2.322,167364.2533,109607.693,1179917.9858
875,002413.SZ,雷科防务,通信设备,0.3289,1.0,0.183,99529.1349,69649.3537,544424.3679
73,000338.SZ,潍柴动力,汽车配件,0.3322,1.0,0.263,431007.3661,425939.8562,3284276.1297
442,000977.SZ,浪潮信息,电脑设备,1.4262,1.0,-0.394,128410.9765,78486.9855,2272874.2841
878,002416.SZ,爱施德,电器连锁,0.4134,1.0,-1.433,117317.382,34495.5859,726194.5946
43,000056.SZ,皇庭国际,房产服务,0.5552,1.0,0.179,90373.3208,30267.1503,506090.5965
443,000978.SZ,桂林旅游,旅游景点,0.7625,1.0,2.297,36005.3425,23808.7003,208470.9331
418,000949.SZ,新乡化纤,化纤,0.2037,1.0,0.36,122021.977,58640.9517,340441.3158
414,000937.SZ,冀中能源,煤炭开采,0.1932,1.0,1.289,290659.9842,100390.666,1142293.7379
975,002513.SZ,蓝丰生化,农药化肥,0.306,1.0,0.144,25441.327,11650.1523,177580.4625
962,002500.SZ,山西证券,证券,0.4959,1.0,-0.158,282872.5153,148153.6207,1790583.0218
2974,601128.SH,常熟银行,银行,1.4528,0.0,,99725.0246,99725.0246,659182.4126
2750,600748.SH,上实发展,全国地产,1.2338,0.0,,140838.2135,50009.2611,777426.9385
385,000902.SZ,新洋丰,农药化肥,0.3822,0.0,,117289.375,59605.4154,1087272.5063
2744,600742.SH,一汽富维,汽车配件,1.5701,0.0,,50765.616,37921.7789,572636.1485
388,000906.SZ,浙商中拓,批发业,0.2501,0.0,,66068.8065,40427.4145,348843.2983
2976,601138.SH,工业富联,通信设备,1.1488,0.0,,111788.9707,111788.9707,1332524.5307
2996,601218.SH,吉鑫科技,机械基件,0.5103,0.0,,99176.0,62987.5412,246948.24
300,000777.SZ,中核科技,机械基件,0.6771,0.0,,38340.6551,27893.7372,425964.6782
298,000768.SZ,中航飞机,航空,0.3561,0.0,,276862.8046,119819.8328,4072651.8557
2748,600746.SH,江苏索普,化工原料,0.3195,0.0,,30466.0915,13670.5973,174875.3652
2977,601139.SH,深圳燃气,供气供热,0.1732,0.0,,285467.9114,45997.2742,1627167.095
291,000758.SZ,中色股份,铅锌,0.2296,0.0,,196919.0856,130457.7624,769953.6247
282,000738.SZ,航发控制,航空,0.1819,0.0,,114563.4399,53626.3341,1416004.1172
285,000751.SZ,锌业股份,铅锌,0.3778,0.0,,140986.5379,107726.3353,427189.2098
286,000752.SZ,西藏发展,啤酒,0.9163,0.0,,26375.3205,17684.6137,194649.8653
2991,601200.SH,上海环境,环境保护,0.2975,0.0,,67233.1296,31118.31,898234.6115
2992,601208.SH,东材科技,化工原料,0.304,0.0,,62660.1,46864.4628,243747.789
287,000753.SZ,漳州发展,汽车服务,0.7885,0.0,,88414.6545,59833.1355,273201.2824
288,000755.SZ,山西路桥,公路,0.3925,0.0,,46926.4621,30816.7402,195214.0823
289,000756.SZ,新华制药,化学制药,1.7802,0.0,,39949.5076,19463.0984,242493.5111
292,000759.SZ,中百集团,超市连锁,0.3131,0.0,,68057.552,20522.1922,382483.4422
2995,601216.SH,君正集团,化工原料,0.1919,0.0,,843801.739,303721.099,2396396.9388
293,000760.SZ,斯太尔,汽车配件,1.5049,0.0,,65444.4268,47053.3148,245416.6005
2747,600745.SH,闻泰科技,通信设备,3.0043,0.0,,48332.035,25526.6128,1288048.7328
2994,601212.SH,白银有色,铜,0.5903,0.0,,196467.5085,78573.5898,650307.4531
295,000762.SZ,西藏矿业,小金属,0.9047,0.0,,47595.1155,37813.106,368386.194
296,000766.SZ,通化金马,中成药,0.9694,0.0,,57348.8849,38800.3617,460511.5457
386,000903.SZ,云内动力,机械基件,0.3064,0.0,,175753.7138,117664.6822,462232.2673
2979,601158.SH,重庆水务,水务,0.0364,0.0,,480000.0,54903.9311,2649600.0
2749,600747.SH,ST大控,多元金融,1.3408,0.0,,106432.8399,94432.8399,155391.9463
283,000739.SZ,普洛药业,化学制药,3.0161,0.0,,114682.4065,58667.2949,907137.8354
2805,600810.SH,神马股份,化纤,2.1057,0.0,,44228.0,22434.3592,517025.32
2999,601226.SH,华电重工,专用机械,0.1548,0.0,,115500.0,42587.9644,459690.0
3039,601601.SH,中国太保,保险,0.304,0.0,,628670.0,275275.1263,19237302.0
406,000928.SZ,中钢国际,建筑施工,0.5331,0.0,,74315.8264,50731.2295,325503.3196
2718,600716.SH,凤凰股份,区域地产,0.1355,0.0,,91022.0797,44518.9047,324948.8245
250,000700.SZ,模塑科技,汽车配件,0.2898,0.0,,69738.3901,47641.7333,231531.4551
407,000929.SZ,兰州黄河,啤酒,0.5988,0.0,,18575.4223,12445.3738,124269.5752
3033,601577.SH,长沙银行,银行,1.8739,0.0,,34215.5376,34215.5376,303149.6631
