,ts_code,symbol,name,industry,COL_EIGEN_SLOPE,COL_LASTPRICE,concept
2368,600265.SH,600265,ST景谷,林业,2.55,27.14,"林业, 股权转让, ST股, "
251,000702.SZ,000702,正虹科技,饲料,2.55,7.58,"饲料, 业绩预增, 湖南国企改革, 农垦, "
824,002363.SZ,002363,隆基机械,汽车配件,2.54,6.89,"汽车零部件, 定增破发, "
1967,300582.SZ,300582,英飞特,半导体,2.54,15.94,"回购, 业绩预增, 新能源汽车, LED, 充电桩, "
2777,600755.SH,600755,厦门国贸,商贸代理,2.54,9.22,"美团概念股, 转基因, 福建自贸区, 参股券商, 供应链金融, 信托, 自贸区, 期货概念, 独角兽, 科创板概念股, "
3063,601601.SH,601601,中国太保,保险,2.53,37.83,"保险, MSCI, 中字头, 阿里巴巴概念股, 养老产业, 独角兽, 蚂蚁金服概念股, "
2297,600183.SH,600183,生益科技,元器件,2.53,13.86,"MSCI, PCB板, 华为产业链, 举牌股, "
2323,600212.SH,600212,江泉实业,综合类,2.53,5.69,"壳公司, "
148,000559.SZ,000559,万向钱潮,汽车配件,2.52,7.23,"MSCI, 新进指数成份股, 汽车零部件, 万达系, 工业互联网, "
2296,600182.SH,600182,S佳通,汽车配件,2.52,19.9,"轮胎, "
3468,603709.SH,603709,中源家居,家居用品,2.52,42.97,"人民币贬值受益, 家具家居, "
1737,300346.SZ,300346,南大光电,元器件,2.52,13.81,"OLED, 回购, 业绩预增, 高送转, 半导体, LED, "
2934,600975.SH,600975,新五丰,农业综合,2.52,15.75,"养猪, 湖南国企改革, "
20,000026.SZ,000026,飞亚达A,其他商业,2.51,8.83,"央企改革, 军工研究所, 社保重仓, 军工, "
689,002227.SZ,002227,奥特迅,电气设备,2.51,15.29,"核电, 储能, 新能源汽车, 充电桩, "
3498,603788.SH,603788,宁波高发,汽车配件,2.51,17.26,"回购, 汽车零部件, 定增破发, "
1224,002770.SZ,002770,科迪乳业,乳制品,2.5,3.78,"食品, 乳业（奶粉）, 资产重组, "
3276,603238.SH,603238,诺邦股份,纺织,2.5,19.09,"纺织服装, "
3125,601939.SH,601939,建设银行,银行,2.5,7.37,"银行, MSCI, 破净股, "
1271,002821.SZ,002821,凯莱英,生物制药,2.49,93.7,"社保重仓, 医药, 创新药, "
3029,601298.SH,601298,青岛港,港口,2.49,10.61,"次新股, 港口, "
2588,600546.SH,600546,山煤国际,煤炭开采,2.49,5.24,"煤炭, 社保重仓, 山西国企改革, "
2367,600262.SH,600262,北方股份,汽车整车,2.49,25.0,"内蒙古, 混改, 军工混改, 央企改革, 军工研究所, 业绩预增, 军工, 无人驾驶, "
897,002436.SZ,002436,兴森科技,元器件,2.49,5.6,"PCB板, 互联网金融, 半导体, 国资入股, "
2749,600726.SH,600726,华电能源,火力发电,2.48,2.44,"火电, 电改, 央企改革, 低价股, "
2127,300750.SZ,300750,宁德时代,电气设备,2.48,81.23,"MSCI, 北汽新能源, 储能, 锂电池, 新能源汽车, 科创板概念股, "
377,000893.SZ,000893,*ST东凌,食品,2.47,8.66,"化肥, 股权转让, ST股, "
1507,300115.SZ,300115,长盈精密,元器件,2.47,13.68,"华为产业链, 社保重仓, 宁德时代概念股, 小米概念股, 智能制造, 苹果产业链, 国产芯片, 独角兽, 机器人, "
1559,300167.SZ,300167,迪威迅,通信设备,2.47,5.96,"智慧城市, 国资入股, 智慧安防, "
3551,603890.SH,603890,春秋电子,机械基件,2.47,14.92,"人民币贬值受益, "
3171,603030.SH,603030,全筑股份,装修装饰,2.47,8.68,"回购, 业绩预增, 智能制造, 机器人, 装修装饰, "
3157,603015.SH,603015,弘讯科技,电气设备,2.46,8.03,"工业自动化, 智能制造, 人工智能, 机器人, "
2091,300710.SZ,300710,万隆光电,通信设备,2.46,31.76,"5G, 光通信, 阿里巴巴概念股, 高送转-预期, 物联网, 广电, 强势人气股, "
2788,600767.SH,600767,ST运盛,医疗保健,2.46,6.99,"互联网医疗, 医疗信息化, ST股, "
287,000755.SZ,000755,山西路桥,公路,2.46,5.56,"高速公路, 山西国企改革, ST摘帽, "
2511,600448.SH,600448,华纺股份,纺织,2.45,7.71,"东盟博览会, 纺织服装, 山东国企改革, 人民币贬值受益, 印染, 透明工厂, "
3230,603133.SH,603133,碳元科技,元器件,2.45,21.21,"石墨烯, 3D玻璃, 独角兽, "
1040,002580.SZ,002580,圣阳股份,电气设备,2.45,6.86,"光伏, 储能, 雄安-公共服务, 锂电池, 雄安新区, 新能源汽车, 资产重组, 壳公司, "
3338,603377.SH,603377,东方时尚,汽车服务,2.45,16.36,"教育, 社保重仓, 回购, 通用航空, 高质押率, "
564,002102.SZ,002102,ST冠福,化学制药,2.45,2.33,"破净股, 医药, 化学药, 维生素, 低价股, 股权转让, ST股, "
1732,300341.SZ,300341,麦克奥迪,电气设备,2.44,7.85,
1673,300282.SZ,300282,三盛教育,文教休闲,2.43,15.27,"教育, 定增破发, "
820,002359.SZ,002359,北讯集团,通信设备,2.43,11.25,"特高压, 业绩预增, 物联网, 定增破发, 智慧停车, "
2821,600804.SH,600804,鹏博士,电信运营,2.43,11.75,"5G, 安邦系, 光通信, 新进指数成份股, 教育, 回购, 物联网, 谷歌概念股, 大数据, 云计算, 智慧城市, 智慧安防, "
574,002112.SZ,002112,三变科技,电气设备,2.42,8.67,"浙江国企改革, "
867,002406.SZ,002406,远东传动,汽车配件,2.42,6.88,"重卡, 汽车零部件, "
1730,300339.SZ,300339,润和软件,软件服务,2.41,13.16,"阿里巴巴概念股, 云计算, 人工智能, 区块链, 国产软件, 国资入股, 独角兽, 蚂蚁金服概念股, 无人银行, "
1064,002604.SZ,002604,*ST龙力,食品,2.41,2.35,"食品, 白糖, 低价股, 石墨烯, ST股, 壳公司, 燃料乙醇, "
1172,002714.SZ,002714,牧原股份,农业综合,2.41,67.7,"MSCI, 社保重仓, 养猪, "
863,002402.SZ,002402,和而泰,元器件,2.4,10.57,"5G, 华为产业链, 军工, 物联网, 大数据, 人工智能, 智能音箱, 国产芯片, 国资入股, LED, "
2548,600499.SH,600499,科达洁能,专用机械,2.4,5.88,"回购, 宁德时代概念股, 定增破发, 大气治理, 锂电池, 环保, 新能源汽车, 举牌股, 资产重组, "
848,002387.SZ,002387,维信诺,元器件,2.4,13.3,"OLED, 定增破发, 小米概念股, 资产重组, "
2852,600838.SH,600838,上海九百,百货,2.4,7.99,"汽车销售, 新零售, 上海国企改革, "
652,002190.SZ,002190,*ST集成,汽车配件,2.4,20.9,"央企改革, 军工研究所, 军工, 汽车零部件, 定增破发, 锂电池, 新能源汽车, ST股, "
1232,002778.SZ,002778,高科石化,石油加工,2.4,23.6,"石油化工, 工业自动化, 智能制造, 股权转让, 资产重组, "
3059,601595.SH,601595,上海电影,影视音像,2.39,16.27,"上海国企改革, 影视, "
2353,600246.SH,600246,万通地产,区域地产,2.39,5.0,"高质押率, 房地产, 锂电池, 新能源汽车, 京津冀, "
555,002093.SZ,002093,国脉科技,电信运营,2.38,10.32,"5G, 教育, 物联网, 数字中国, 云计算, "
1804,300415.SZ,300415,伊之密,专用机械,2.38,8.41,"智能制造, 机器人, "
2109,300730.SZ,300730,科创信息,软件服务,2.38,20.49,"智能制造, 大数据, 工业互联网, 国产软件, 机器视觉, "
95,000428.SZ,000428,华天酒店,酒店餐饮,2.37,3.46,"湖南国企改革, "
2641,600604.SH,600604,市北高新,园区开发,2.37,15.98,"阿里巴巴概念股, 房地产, 上海国企改革, 住房租赁, 强势人气股, 创投, "
989,002529.SZ,002529,海源复材,专用机械,2.37,9.77,"碳纤维, 蔚来汽车概念股, 汽车零部件, 宁德时代概念股, 3D打印, 智能制造, 独角兽, "
174,000596.SZ,000596,古井贡酒,白酒,2.37,109.79,"高价股, MSCI, 安徽国企改革, 白酒, "
1699,300308.SZ,300308,中际旭创,通信设备,2.36,52.95,"5G, 光通信, "
3489,603766.SH,603766,隆鑫通用,摩托车,2.36,5.41,"新能源整车, 通用航空, 无人机, 农机, 高质押率, 新能源汽车, 复牌股, "
246,000695.SZ,000695,滨海能源,供气供热,2.36,12.73,"天津国企改革, 资产重组, "
2761,600738.SH,600738,兰州民百,百货,2.36,9.66,"回购, 业绩预增, "
1062,002602.SZ,002602,世纪华通,汽车配件,2.36,19.24,"回购, 汽车零部件, 高质押率, 资产重组, 游戏, 手游, "
3016,601212.SH,601212,白银有色,铜,2.36,4.83,"有色金属, 有色-铜, 黄金, "
3599,603991.SH,603991,至正股份,塑料,2.35,23.4,"5G, 核电, 资产重组, "
1909,300520.SZ,300520,科大国创,软件服务,2.35,20.65,"智慧物流, 锂电池, 智能制造, 新能源汽车, 大数据, 智慧城市, 国产软件, 高校系, 资产重组, "
602,002140.SZ,002140,东华科技,建筑施工,2.35,10.46,"高股息, 固废处理, 国家队重仓, 央企改革, 供应链金融, 雄安-公共服务, 环保, 雄安新区, "
599,002137.SZ,002137,麦达数字,互联网,2.35,8.35,"业绩预增, 物联网, 小米概念股, 云计算, 独角兽, LED, "
2937,600978.SH,600978,宜华生活,家居用品,2.35,5.01,"破净股, 百度概念股, 林业, 家具家居, "
584,002122.SZ,002122,*ST天马,机械基件,2.35,3.53,"破净股, 智慧停车, 大数据, ST股, 创投, "
407,000930.SZ,000930,中粮生化,农业综合,2.34,9.31,"央企改革, 资产重组, 燃料乙醇, "
3027,601258.SH,601258,庞大集团,汽车服务,2.34,1.73,"北汽新能源, 教育, 汽车销售, 破净股, 雄安新区, 京津冀, 低价股, 雄安-周边, 股权转让, 共享经济, "
123,000530.SZ,000530,大冷股份,机械基件,2.34,5.24,"业绩预增, 冷链, 大数据, 地热, 独角兽, "
2919,600936.SH,600936,广西广电,影视音像,2.33,5.15,"阿里巴巴概念股, 大数据, 广西, 广电, "
3411,603606.SH,603606,东方电缆,电气设备,2.33,14.05,"业绩预增, 风电, "
777,002316.SZ,002316,亚联发展,软件服务,2.33,10.28,"华为产业链, 新零售, 互联网金融, 移动支付, 大数据, 智慧城市, 独角兽, 电子车牌, "
1169,002711.SZ,002711,欧浦智网,仓储物流,2.33,5.2,"供应链金融, 智慧物流, 高质押率, 智能制造, 快递物流, 区块链, 股权转让, "
834,002373.SZ,002373,千方科技,软件服务,2.32,19.63,"MSCI, 大飞机, 业绩预增, 物联网, 百度概念股, 无人驾驶, 雄安-智慧城市, 智慧停车, PPP, 雄安新区, 无人商店, 智慧城市, 国资入股, 智慧安防, 人脸识别, 科创板概念股, 电子车牌, "
2645,600609.SH,600609,金杯汽车,汽车配件,2.32,4.98,"汽车整车, 汽车零部件, "
626,002164.SZ,002164,宁波东力,电气设备,2.32,4.1,"风电, 定增破发, "
2030,300648.SZ,300648,星云股份,电器仪表,2.32,22.92,"华为产业链, 宁德时代概念股, 储能, 锂电池, 燃料电池, 新能源汽车, "
3064,601606.SH,601606,长城军工,专用机械,2.31,17.16,"安徽国企改革, 军工, 军民融合, "
397,000919.SZ,000919,金陵药业,化学制药,2.31,8.61,"健康中国, 民营医院, 养老产业, 医药, 中药, 创投, "
3476,603722.SH,603722,阿科力,化工原料,2.3,27.04,"风电, 页岩气, 燃料电池, "
1740,300349.SZ,300349,金卡智能,软件服务,2.3,21.65,"阿里巴巴概念股, 油气改革, 华为产业链, 物联网, 雄安-智慧城市, 智能仪表, 雄安新区, 智慧城市, 国产芯片, "
2962,601007.SH,601007,金陵饭店,酒店餐饮,2.3,11.1,"旅游, 养老产业, "
1227,002773.SZ,002773,康弘药业,中成药,2.3,56.8,"MSCI, 新进指数成份股, 医药, 中药, 创新药, 化学药, "
576,002114.SZ,002114,罗平锌电,铅锌,2.29,9.6,"有色-锌, 有色金属, "
1158,002698.SZ,002698,博实股份,化工机械,2.29,12.88,"业绩预增, 智能制造, 医疗器械, 高校系, 机器人, "
326,000811.SZ,000811,冰轮环境,工程机械,2.29,10.42,"中韩自贸区, 山东国企改革, 冷链, 自贸区, 地热, 创投, "
2381,600280.SH,600280,中央商场,百货,2.29,4.85,"阿里巴巴概念股, 国家队重仓, 新零售, 高质押率, "
920,002459.SZ,002459,天业通联,工程机械,2.29,12.79,"光伏, 机械, 雄安新区, 雄安-工程基建, 移动支付, 高铁轨交, 资产重组, "
1013,002553.SZ,002553,南方轴承,汽车配件,2.29,7.73,"大飞机, 业绩预增, 汽车零部件, "
1181,002724.SZ,002724,海洋王,半导体,2.29,6.94,"石墨烯, "
81,000410.SZ,000410,沈阳机床,机床制造,2.29,8.33,"振兴东北, 债转股-AMC, 工业自动化, 智能制造, 工业互联网, 股权转让, 腾讯概念股, "
212,000651.SZ,000651,格力电器,家用电器,2.28,61.14,"高股息, 白马股, MSCI, 大消费, 宝能系, 汽车零部件, 小家电, 工业自动化, 白色家电, 家电, 智能制造, 工业互联网, 股权转让, 复牌股, 国产芯片, 机器人, "
2832,600817.SH,600817,ST宏盛,多元金融,2.28,10.3,"股权转让, ST股, 壳公司, "
2925,600962.SH,600962,国投中鲁,软饮料,2.28,10.98,"央企改革, 饮料, 苹果期货, "
418,000950.SZ,000950,重药控股,医药商业,2.28,7.2,"医药商业, 重庆国企改革, 医药, ST摘帽, "
1932,300545.SZ,300545,联得装备,专用机械,2.27,31.9,"OLED, 华为产业链, 工业自动化, 智能制造, 强势人气股, "
3408,603602.SH,603602,纵横通信,通信设备,2.27,35.18,"5G, "
2102,300722.SZ,300722,新余国科,专用机械,2.26,36.85,"高送转-预期, 军工, 军民融合, "
2456,600369.SH,600369,西南证券,证券,2.25,5.78,"券商, 重庆国企改革, "
866,002405.SZ,002405,四维图新,软件服务,2.25,25.59,"安邦系, MSCI, 特斯拉, 蔚来汽车概念股, 军工研究所, 回购, 业绩预增, 军工, 物联网, 无人驾驶, 雄安-智慧城市, 北斗导航, 雄安新区, 大数据, 国产软件, 腾讯概念股, 国产芯片, 滴滴出行概念股, 共享经济, 国产操作系统, 智慧安防, 独角兽, 手势识别, "
362,000875.SZ,000875,吉电股份,火力发电,2.24,3.54,"火电, 电改, 央企改革, 破净股, 风电, 光伏, "
2229,600105.SH,600105,永鼎股份,通信设备,2.24,6.94,"5G, 光通信, 汽车零部件, 装配式建筑, 大数据, "
671,002209.SZ,002209,达意隆,轻工机械,2.24,8.42,"智能制造, 互联网金融, 股权转让, 机器人, 壳公司, "
877,002416.SZ,002416,爱施德,电器连锁,2.24,6.66,"华为产业链, 小米概念股, 彩票, 苹果产业链, 国资入股, "
1039,002579.SZ,002579,中京电子,元器件,2.24,12.04,"5G, PCB板, 华为产业链, 业绩预增, 小米概念股, "
3565,603917.SH,603917,合力科技,汽车配件,2.24,13.52,"汽车零部件, "
2544,600495.SH,600495,晋西车轴,运输设备,2.23,5.8,"一带一路, 混改, 军工混改, 央企改革, 军工研究所, 军工, 高铁轨交, "
721,002260.SZ,002260,*ST德奥,航空,2.23,3.8,"通用航空, 农机, 小家电, 家电, ST股, 壳公司, "
1795,300406.SZ,300406,九强生物,生物制药,2.23,18.15,"医疗器械, 体外诊断, "
1014,002554.SZ,002554,惠博普,石油开采,2.23,4.04,"油服, 油气改革, 可燃冰, 页岩气, 天然气, "
1848,300459.SZ,300459,金科文化,化工原料,2.23,9.09,"阿里巴巴概念股, 新进指数成份股, 回购, 业绩预增, 谷歌概念股, 高质押率, 大数据, 人工智能, "
2270,600152.SH,600152,维科技术,电气设备,2.22,8.55,"业绩预增, 纺织服装, 定增破发, 锂电池, 新能源汽车, 石墨烯, "
1852,300463.SZ,300463,迈克生物,医疗保健,2.22,21.57,"基因测序, 医疗器械, 体外诊断, "
680,002218.SZ,002218,拓日新能,半导体,2.22,3.98,"光伏, "
1086,002626.SZ,002626,金达威,食品,2.22,16.92,"回购, 保健品, 食品, 医药, 化学药, 维生素, "
1926,300538.SZ,300538,同益股份,批发业,2.22,34.7,"华为产业链, 小米概念股, 高送转, 国资入股, "
1294,002846.SZ,002846,英联股份,广告包装,2.22,17.48,"业绩预增, 包装印刷, "
3419,603617.SH,603617,君禾股份,专用机械,2.21,21.39,
449,000988.SZ,000988,华工科技,电器仪表,2.21,15.9,"5G, 光通信, 华为产业链, 社保重仓, 工业自动化, 量子通信, 3D打印, 智能制造, 新能源汽车, 半导体, 无人商店, 智慧城市, 高校系, 独角兽, 创投, "
2569,600522.SH,600522,中天科技,通信设备,2.21,11.16,"5G, 光通信, MSCI, 风电, 储能, 量子通信, 新能源汽车, 石墨烯, 工业互联网, 充电桩, "
2843,600828.SH,600828,茂业商业,百货,2.21,6.15,"兜底式增持, 高质押率, "
332,000819.SZ,000819,岳阳兴长,石油加工,2.21,12.3,"油气改革, 央企改革, 石油化工, "
944,002483.SZ,002483,润邦股份,工程机械,2.2,4.9,"海工装备, 固废处理, 智慧停车, 环保, "
1387,002947.SZ,002947,恒铭达,元器件,2.2,43.72,"次新股, "
464,002002.SZ,002002,鸿达兴业,化工原料,2.2,7.1,"PVC, 供应链金融, 稀土磁材, 土地流转, 燃料电池, "
503,002041.SZ,002041,登海种业,种植业,2.2,7.3,"转基因, 乡村振兴, 农业种植, "
2528,600476.SH,600476,湘邮科技,软件服务,2.2,17.15,"智慧物流, 雄安-智慧城市, 北斗导航, 智能制造, 雄安新区, 快递物流, 国产软件, 独角兽, 蚂蚁金服概念股, "
856,002395.SZ,002395,双象股份,塑料,2.2,16.7,"煤化工, 足球, 体育产业, "
1694,300303.SZ,300303,聚飞光电,半导体,2.19,3.94,"社保重仓, 业绩预增, LED, "
2475,600390.SH,600390,五矿资本,多元金融,2.19,10.92,"券商, 金改, 央企改革, 信托, 期货概念, "
2122,300745.SZ,300745,欣锐科技,汽车配件,2.18,40.16,"北汽新能源, 高送转-预期, "
2767,600744.SH,600744,华银电力,火力发电,2.18,3.84,"火电, 电改, 央企改革, 风电, 碳交易, "
1296,002848.SZ,002848,高斯贝尔,通信设备,2.18,15.74,"5G, 被动元件, 家电, 黑色家电, "
1893,300504.SZ,300504,天邑股份,通信设备,2.18,29.01,"5G, 光通信, "
650,002188.SZ,002188,*ST巴士,广告包装,2.18,4.94,"直播/短视频, 资产重组, ST股, 壳公司, "
676,002214.SZ,002214,大立科技,电器仪表,2.18,9.11,"军工, 军民融合, 智能制造, 智慧安防, 机器人, 壳公司, "
842,002381.SZ,002381,双箭股份,橡胶,2.17,10.15,"健康中国, 大消费, 回购, 业绩预增, 养老产业, "
167,000587.SZ,000587,金洲慈航,批发业,2.17,3.46,"破净股, 黄金, "
1455,300063.SZ,300063,天龙集团,染料涂料,2.17,4.07,"百度概念股, 工业自动化, 智能制造, 股权转让, 独角兽, "
1372,002930.SZ,002930,宏川智慧,仓储物流,2.16,29.19,"业绩预增, 粤港澳大湾区, 快递物流, 强势人气股, "
1516,300124.SZ,300124,汇川技术,电器仪表,2.16,27.93,"MSCI, 工业自动化, 智能制造, 创业板人气股, 工业互联网, 复牌股, 高铁轨交, 机器人, "
1404,300011.SZ,300011,鼎汉技术,运输设备,2.16,7.96,"定增破发, 雄安新区, 雄安-工程基建, 京津冀, 股权转让, 高铁轨交, 人脸识别, "
1851,300462.SZ,300462,华铭智能,专用机械,2.16,18.29,"移动支付, 大数据, 腾讯概念股, 高铁轨交, 独角兽, "
3564,603916.SH,603916,苏博特,化工原料,2.16,14.98,"业绩预增, "
536,002074.SZ,002074,国轩高科,电气设备,2.15,16.16,"MSCI, 新进指数成份股, 北汽新能源, 回购, 储能, 锂电池, 新能源汽车, 充电桩, "
